family_id,family_label,family_display_label,route_group,evaluator_model,outer_f0_5_mean,outer_f0_5_std,outer_precision_mean,outer_recall_mean,outer_pr_auc_mean,outer_precision_at_10_mean,threshold_mean,threshold_std,selected_feature_count_mean,selected_feature_count_std,selected_hq_feature_count_mean,selected_reasoning_feature_count_mean,mean_reasoning_frequency,max_reasoning_frequency,reasoning_jaccard_mean,mean_reasoning_sign_consistency,min_reasoning_sign_consistency,sign_stable_reasoning_count_mean,reasoning_features_above_60_mean,reasoning_features_above_80_mean,reasoning_features_above_90_mean
reasoning_E,E,HQ + E,competition_track,logistic,0.21015987694859078,0.045052094243693976,0.23887388283352212,0.15656565656565657,0.16686622521292152,0.2123960695389267,0.23555555555555563,0.045731368060570404,27.555555555555557,1.0657403385139377,27.22222222222222,0.3333333333333333,0.957037037037037,0.9866666666666666,0.9191975308641975,0.7143090323525105,0.5827660664617187,0.3333333333333333,3.0,3.0,2.888888888888889
reasoning_E,E,HQ + E,competition_track,xgb1,0.1969526967566015,0.03771071307120214,0.22012885728776016,0.1893939393939394,0.1714406342274049,0.2123960695389267,0.7077777777777778,0.09600668700990199,27.555555555555557,1.0657403385139377,27.22222222222222,0.3333333333333333,0.957037037037037,0.9866666666666666,0.9191975308641975,0.7143090323525105,0.5827660664617187,0.3333333333333333,3.0,3.0,2.888888888888889
reasoning_E,E,HQ + E,raw_family,logistic,0.19929545860588374,0.04167944041355426,0.23201841385593092,0.14562289562289565,0.1652855926876004,0.20332577475434618,0.24777777777777782,0.04939135726865083,32.0,0.0,29.0,3.0,0.957037037037037,0.9866666666666666,0.9191975308641975,0.7143090323525105,0.5827660664617187,0.3333333333333333,3.0,3.0,2.888888888888889
reasoning_E,E,HQ + E,raw_family,xgb1,0.19903001209212587,0.03874730054182185,0.22001672099137715,0.19444444444444445,0.17079698465719034,0.21390778533635676,0.707777777777778,0.09401864800580524,32.0,0.0,29.0,3.0,0.957037037037037,0.9866666666666666,0.9191975308641975,0.7143090323525105,0.5827660664617187,0.3333333333333333,3.0,3.0,2.888888888888889
reasoning_F,F,HQ + F,augmentation_track,logistic,0.23044786130831355,0.045948687143379574,0.25388132003643304,0.17845117845117844,0.17652725390988716,0.2343159486016629,0.2466666666666667,0.06863753427324668,32.22222222222222,0.9162456945817024,29.0,3.2222222222222223,0.8977777777777778,1.0,0.8312469135802468,0.8690068392464969,0.6155865068908546,3.3333333333333335,6.0,4.888888888888889,3.3333333333333335
reasoning_F,F,HQ + F,augmentation_track,xgb1,0.19654649968578364,0.041492875413292,0.21592114832766354,0.1835016835016835,0.17343007350922732,0.218442932728647,0.7111111111111114,0.08774260898844284,32.22222222222222,0.9162456945817024,29.0,3.2222222222222223,0.8977777777777778,1.0,0.8312469135802468,0.8690068392464969,0.6155865068908546,3.3333333333333335,6.0,4.888888888888889,3.3333333333333335
reasoning_F,F,HQ + F,competition_track,logistic,0.2387302669703695,0.03577799444230485,0.2589244601643943,0.19023569023569023,0.1768472794674017,0.237339380196523,0.2244444444444445,0.02629368792488719,30.555555555555557,0.8314794192830981,27.333333333333332,3.2222222222222223,0.8977777777777778,1.0,0.8312469135802468,0.8690068392464969,0.6155865068908546,3.3333333333333335,6.0,4.888888888888889,3.3333333333333335
reasoning_F,F,HQ + F,competition_track,xgb1,0.19926723276679603,0.042574095105030935,0.22106066069243277,0.18013468013468012,0.17356679991923804,0.21693121693121695,0.7144444444444447,0.09142223302544097,30.555555555555557,0.8314794192830981,27.333333333333332,3.2222222222222223,0.8977777777777778,1.0,0.8312469135802468,0.8690068392464969,0.6155865068908546,3.3333333333333335,6.0,4.888888888888889,3.3333333333333335
reasoning_F,F,HQ + F,raw_family,logistic,0.230115052083505,0.04623045814012489,0.24817953463207962,0.19276094276094277,0.17711901510203,0.2343159486016629,0.24444444444444452,0.08499818443957903,35.0,0.0,29.0,6.0,0.8977777777777778,1.0,0.8312469135802468,0.8690068392464969,0.6155865068908546,3.3333333333333335,6.0,4.888888888888889,3.3333333333333335
reasoning_F,F,HQ + F,raw_family,xgb1,0.20154875994583263,0.04173350787420573,0.22174667098846224,0.18855218855218855,0.17402375074419432,0.2237339380196523,0.7100000000000002,0.09357112565078803,35.0,0.0,29.0,6.0,0.8977777777777778,1.0,0.8312469135802468,0.8690068392464969,0.6155865068908546,3.3333333333333335,6.0,4.888888888888889,3.3333333333333335
