epoch,train_loss,test_loss
1,0.8382586240768433,0.8044368028640747
2,0.7981114387512207,0.7683312892913818
3,0.761263370513916,0.7355638742446899
4,0.7276139259338379,0.7059724926948547
5,0.697033703327179,0.6793684959411621
6,0.669367790222168,0.6555444598197937
7,0.6444410681724548,0.6342810392379761
8,0.6220632791519165,0.615353524684906
9,0.6020349264144897,0.5985381603240967
10,0.5841528177261353,0.5836155414581299
11,0.5682144165039062,0.5703750252723694
12,0.5540221929550171,0.5586175918579102
13,0.5413869619369507,0.5481569766998291
14,0.5301299095153809,0.5388224720954895
15,0.5200850963592529,0.5304583311080933
16,0.5110999941825867,0.5229249000549316
17,0.5030361413955688,0.5160974860191345
18,0.4957692325115204,0.5098662972450256
19,0.48918837308883667,0.5041351318359375
20,0.483195424079895,0.4988204836845398
21,0.4777044355869293,0.493850439786911
22,0.4726402461528778,0.48916327953338623
23,0.46793773770332336,0.4847067594528198
24,0.4635407626628876,0.4804364740848541
25,0.45940104126930237,0.47631558775901794
26,0.45547762513160706,0.47231319546699524
27,0.4517354667186737,0.46840420365333557
28,0.44814547896385193,0.46456822752952576
29,0.4446830749511719,0.4607889652252197
30,0.4413280189037323,0.4570538401603699
31,0.43806394934654236,0.45335352420806885
32,0.43487748503685,0.44968119263648987
33,0.4317583441734314,0.44603264331817627
34,0.4286985397338867,0.44240570068359375
35,0.4256925582885742,0.4387999176979065
36,0.42273637652397156,0.43521642684936523
37,0.41982796788215637,0.4316578507423401
38,0.41696667671203613,0.4281280040740967
39,0.41415315866470337,0.42463168501853943
40,0.4113890826702118,0.4211747348308563
41,0.40867722034454346,0.4177636206150055
42,0.4060211479663849,0.4144057035446167
43,0.40342509746551514,0.41110876202583313
44,0.4008939564228058,0.40788108110427856
45,0.39843305945396423,0.40473121404647827
46,0.3960481882095337,0.40166807174682617
47,0.3937451243400574,0.3987003564834595
48,0.3915298581123352,0.3958369493484497
49,0.3894083797931671,0.3930860757827759
50,0.38738614320755005,0.3904557526111603
51,0.3854684829711914,0.38795289397239685
