epoch,train_loss,test_loss
1,0.7150099277496338,0.6818206310272217
2,0.6788122653961182,0.6501493453979492
3,0.6464889645576477,0.6222615838050842
4,0.6178126335144043,0.5978676676750183
5,0.5925259590148926,0.5766566395759583
6,0.5703507661819458,0.5583078265190125
7,0.5509981513023376,0.5425031185150146
8,0.5341775417327881,0.5289342999458313
9,0.519604504108429,0.5173100829124451
10,0.5070064067840576,0.5073595643043518
11,0.4961276054382324,0.49883490800857544
12,0.4867316484451294,0.4915122985839844
13,0.47860339283943176,0.4851920008659363
14,0.4715496003627777,0.4796980917453766
15,0.4653986692428589,0.474877268075943
16,0.46000009775161743,0.47059714794158936
17,0.4552226960659027,0.4667447805404663
18,0.450953871011734,0.46322453022003174
19,0.44709715247154236,0.45995625853538513
20,0.4435708820819855,0.4568735957145691
21,0.44030654430389404,0.4539217948913574
22,0.43724676966667175,0.45105665922164917
23,0.43434447050094604,0.44824281334877014
24,0.4315609633922577,0.44545239210128784
25,0.4288649260997772,0.4426640570163727
26,0.4262314736843109,0.4398619830608368
27,0.4236411452293396,0.4370350241661072
28,0.4210790991783142,0.43417593836784363
29,0.41853442788124084,0.43128082156181335
30,0.41599956154823303,0.4283486008644104
31,0.4134698212146759,0.4253804087638855
32,0.4109427332878113,0.4223794937133789
33,0.4084179997444153,0.4193507432937622
34,0.40589699149131775,0.4163001477718353
35,0.40338248014450073,0.4132351577281952
36,0.400878369808197,0.41016384959220886
37,0.3983894884586334,0.4070950746536255
38,0.3959214389324188,0.40403833985328674
39,0.3934805393218994,0.401003360748291
40,0.3910733163356781,0.39800024032592773
41,0.388706773519516,0.39503899216651917
42,0.3863878846168518,0.3921298384666443
43,0.38412371277809143,0.3892826437950134
44,0.3819212019443512,0.38650694489479065
45,0.37978681921958923,0.38381174206733704
46,0.3777269124984741,0.38120555877685547
47,0.37574687600135803,0.37869590520858765
48,0.3738516569137573,0.3762892186641693
49,0.37204509973526,0.3739909529685974
50,0.3703300952911377,0.3718050420284271
51,0.36870822310447693,0.3697339594364166
52,0.3671797811985016,0.36777839064598083
53,0.36574357748031616,0.36593738198280334
54,0.36439695954322815,0.3642082214355469
55,0.36313554644584656,0.3625863492488861
56,0.36195358633995056,0.36106574535369873
57,0.3608439266681671,0.3596390187740326
58,0.3597983717918396,0.3582976162433624
59,0.3588077425956726,0.3570326864719391
60,0.3578627407550812,0.35583505034446716
61,0.35695403814315796,0.354696124792099
62,0.3560732305049896,0.3536081910133362
63,0.3552129566669464,0.3525649905204773
64,0.3543676435947418,0.35156169533729553
65,0.35353362560272217,0.35059523582458496
66,0.35270920395851135,0.34966397285461426
67,0.35189470648765564,0.34876763820648193
68,0.35109177231788635,0.34790655970573425
69,0.35030338168144226,0.34708157181739807
70,0.3495328724384308,0.34629327058792114
71,0.3487837612628937,0.3455418646335602
72,0.34805920720100403,0.344826877117157
73,0.3473614454269409,0.34414687752723694
74,0.3466920852661133,0.34349966049194336
75,0.3460516035556793,0.3428824245929718
76,0.3454395532608032,0.34229159355163574
77,0.34485483169555664,0.3417234420776367
78,0.3442956209182739,0.3411741256713867
79,0.343759685754776,0.3406399190425873
80,0.3432447016239166,0.3401173949241638
81,0.3427483141422272,0.3396035432815552
82,0.3422681987285614,0.3390960097312927
83,0.3418024778366089,0.3385929763317108
84,0.34134942293167114,0.3380933403968811
85,0.3409077525138855,0.3375965356826782
86,0.34047651290893555,0.33710259199142456
87,0.34005510807037354,0.33661192655563354
88,0.3396432101726532,0.33612537384033203
89,0.3392407298088074,0.335644006729126
90,0.33884769678115845,0.33516907691955566
91,0.33846423029899597,0.3347019553184509
92,0.3380904197692871,0.33424386382102966
93,0.3377263844013214,0.3337959945201874
94,0.3373720645904541,0.3333593010902405
95,0.3370274007320404,0.3329346477985382
96,0.33669203519821167,0.33252257108688354
97,0.33636555075645447,0.33212339878082275
98,0.336047500371933,0.3317372798919678
99,0.3357372581958771,0.3313642144203186
100,0.3354342579841614,0.33100390434265137
101,0.3351377546787262,0.3306559920310974
102,0.33484727144241333,0.33032017946243286
103,0.3345623016357422,0.3299958109855652
104,0.3342823088169098,0.3296823799610138
105,0.33400702476501465,0.32937929034233093
106,0.3337361812591553,0.3290857970714569
107,0.33346959948539734,0.3288012742996216
108,0.3332071900367737,0.3285250663757324
109,0.33294886350631714,0.3282563090324402
110,0.33269450068473816,0.32799431681632996
111,0.33244413137435913,0.32773831486701965
112,0.3321976363658905,0.3274874687194824
113,0.3319548964500427,0.32724106311798096
114,0.33171582221984863,0.3269983232021332
115,0.3314802050590515,0.3267587125301361
116,0.33124789595603943,0.32652148604393005
117,0.33101868629455566,0.326286256313324
118,0.3307924270629883,0.3260524868965149
119,0.33056893944740295,0.3258199691772461
120,0.3303479850292206,0.3255884647369385
121,0.3301295042037964,0.3253578841686249
122,0.32991331815719604,0.3251282274723053
123,0.32969930768013,0.32489949464797974
124,0.3294874429702759,0.32467198371887207
125,0.3292776048183441,0.3244457542896271
126,0.32906973361968994,0.32422101497650146
127,0.32886382937431335,0.3239981532096863
128,0.3286598324775696,0.3237772583961487
129,0.32845765352249146,0.3235586881637573
130,0.3282572627067566,0.32334256172180176
131,0.3280585706233978,0.3231291174888611
132,0.32786160707473755,0.32291844487190247
