epoch,train_loss,test_loss
1,0.6144033670425415,0.6038580536842346
2,0.5941877961158752,0.5874331593513489
3,0.5763097405433655,0.5731156468391418
4,0.5605897307395935,0.5606207847595215
5,0.5467983484268188,0.5496098399162292
6,0.534656822681427,0.5397255420684814
7,0.5238595008850098,0.5306463241577148
8,0.5141141414642334,0.5221284031867981
9,0.5051792860031128,0.5140129327774048
10,0.49687767028808594,0.5062057971954346
11,0.4890865981578827,0.49865275621414185
12,0.4817217290401459,0.49132174253463745
13,0.47472313046455383,0.48419198393821716
14,0.4680463671684265,0.4772491455078125
15,0.46165743470191956,0.4704829752445221
16,0.45552942156791687,0.46388596296310425
17,0.44964125752449036,0.4574534296989441
18,0.4439765214920044,0.4511830806732178
19,0.43852293491363525,0.44507521390914917
20,0.43327194452285767,0.43913260102272034
21,0.4282183051109314,0.4333605170249939
22,0.42336001992225647,0.4277668297290802
23,0.4186978340148926,0.4223617911338806
24,0.4142351746559143,0.4171577990055084
25,0.40997788310050964,0.4121693968772888
26,0.4059337377548218,0.4074125289916992
27,0.4021120071411133,0.40290403366088867
28,0.3985224962234497,0.39866042137145996
29,0.39517465233802795,0.3946967124938965
30,0.3920758366584778,0.3910238444805145
31,0.3892291784286499,0.38764670491218567
32,0.386631041765213,0.3845604956150055
33,0.3842672109603882,0.38174834847450256
34,0.3821107745170593,0.37917983531951904
35,0.3801206350326538,0.37681296467781067
36,0.3782447874546051,0.3746017813682556
37,0.3764292299747467,0.37250658869743347
38,0.37463057041168213,0.3705037236213684
39,0.37282678484916687,0.36858928203582764
40,0.37102097272872925,0.3667747378349304
41,0.36923614144325256,0.3650781810283661
42,0.3675055205821991,0.3635145127773285
43,0.36586079001426697,0.36208856105804443
44,0.3643244504928589,0.3607926666736603
45,0.36290594935417175,0.3596075773239136
46,0.3616017997264862,0.35850682854652405
47,0.36039894819259644,0.3574608862400055
48,0.3592788279056549,0.35644206404685974
49,0.35822170972824097,0.35542768239974976
50,0.3572099804878235,0.35440221428871155
51,0.35623031854629517,0.35335761308670044
52,0.35527461767196655,0.35229387879371643
53,0.35433995723724365,0.351217120885849
54,0.35342803597450256,0.35013848543167114
55,0.35254377126693726,0.34907200932502747
56,0.35169368982315063,0.3480326533317566
57,0.3508843183517456,0.34703436493873596
58,0.350120484828949,0.3460882008075714
59,0.349403977394104,0.34520140290260315
60,0.3487330973148346,0.3443767726421356
61,0.34810253977775574,0.3436136841773987
62,0.3475048243999481,0.3429085612297058
63,0.3469317853450775,0.3422568738460541
64,0.34637635946273804,0.3416540026664734
65,0.34583404660224915,0.34109607338905334
66,0.3453034460544586,0.3405795991420746
67,0.34478551149368286,0.3401011824607849
68,0.3442828953266144,0.3396565020084381
69,0.34379827976226807,0.3392399549484253
70,0.3433333933353424,0.3388446271419525
71,0.3428884446620941,0.3384626805782318
72,0.3424619734287262,0.33808624744415283
73,0.3420514464378357,0.3377082645893097
74,0.3416537642478943,0.33732327818870544
75,0.3412659466266632,0.3369278609752655
76,0.3408856987953186,0.3365209400653839
77,0.34051162004470825,0.3361035883426666
78,0.3401432931423187,0.3356786370277405
79,0.33978092670440674,0.33525022864341736
80,0.3394252061843872,0.33482295274734497
81,0.33907681703567505,0.33440130949020386
