epoch,train_loss,test_loss
1,0.6965770125389099,0.6805320382118225
5,0.5944100022315979,0.5934315919876099
10,0.5189305543899536,0.5312075018882751
15,0.4775727093219757,0.49559834599494934
20,0.4508608281612396,0.46934860944747925
25,0.42972037196159363,0.44580355286598206
30,0.41105008125305176,0.4233701527118683
35,0.3943478763103485,0.4025057554244995
40,0.38029345870018005,0.3845999538898468
45,0.36986643075942993,0.37111911177635193
50,0.3629967272281647,0.36208227276802063
55,0.3574456572532654,0.35536888241767883
60,0.35192641615867615,0.3500232696533203
65,0.34754693508148193,0.3461719751358032
70,0.34415802359580994,0.3427136540412903
75,0.3411308228969574,0.33907651901245117
80,0.3384999930858612,0.33572617173194885
85,0.3363291323184967,0.3330742120742798
90,0.3344162404537201,0.3310566544532776
95,0.3327101767063141,0.3294456899166107
100,0.3312079906463623,0.3279499411582947
105,0.3298376798629761,0.32642754912376404
110,0.3285745084285736,0.3249717652797699
115,0.3274034261703491,0.323690265417099
120,0.3262995183467865,0.32257524132728577
125,0.325253963470459,0.32154232263565063
130,0.3242574632167816,0.32052239775657654
135,0.3233015537261963,0.31952017545700073
140,0.322381854057312,0.31857430934906006
145,0.32149356603622437,0.3176948130130768
150,0.32063373923301697,0.31685706973075867
155,0.31980013847351074,0.31603699922561646
160,0.3189908266067505,0.31523406505584717
165,0.31820452213287354,0.3144597113132477
170,0.31744006276130676,0.3137161135673523
175,0.3166966438293457,0.3129948675632477
180,0.3159734308719635,0.31228911876678467
185,0.3152698576450348,0.31160005927085876
190,0.31458526849746704,0.3109310567378998
195,0.3139191269874573,0.3102813959121704
200,0.31327101588249207,0.30964791774749756
