family_id,family_label,family_display_label,requested_n_components,actual_n_components,component_index,component_name,original_feature,weight_mean,weight_std,abs_weight_mean,weight_sign_flip_rate,loading_mean,loading_std,abs_loading_mean,loading_sign_flip_rate
reasoning_F,F,HQ + F,2,2,2,F_pls_2,F_career_coherence,0.1265756551492994,0.3045917824739759,0.25852837008780133,0.375,0.22722942997522275,0.1802585744519578,0.2383867071250827,0.125
reasoning_F,F,HQ + F,2,2,2,F_pls_2,F_evidence_support_rating,0.6285497586702904,0.34496864800619526,0.672667257919802,0.08333333333333333,0.682833777381627,0.4055286239337376,0.7424049043482744,0.08333333333333333
reasoning_F,F,HQ + F,2,2,2,F_pls_2,F_ownership_signal,0.3202883708830831,0.08513937845501758,0.3202883708830831,0.0,0.26620050905478854,0.13790362834715003,0.26620050905478854,0.0
reasoning_F,F,HQ + F,2,2,2,F_pls_2,F_rubric_score,0.25756000920084915,0.13605516723664607,0.260185360640058,0.041666666666666664,0.24333785018764723,0.1633108656662438,0.24805302416647426,0.0625
reasoning_F,F,HQ + F,2,2,2,F_pls_2,F_scrappiness,0.2949140910040415,0.08854540901646393,0.2949140910040415,0.0,0.2865412518745299,0.1029954736758632,0.2865412518745299,0.0
reasoning_F,F,HQ + F,2,2,2,F_pls_2,F_trajectory_strength,0.26799986103315004,0.12571485647583663,0.26923093875305826,0.020833333333333332,0.23652220515887365,0.17066129949374473,0.24308562564127625,0.0625
reasoning_F,F,HQ + F,3,3,1,F_pls_1,F_career_coherence,0.19499044570567634,0.5107031345165234,0.5234163036113509,0.4166666666666667,0.26441908022828237,0.7137383205585434,0.7029661335992176,0.22916666666666666
reasoning_F,F,HQ + F,3,3,1,F_pls_1,F_evidence_support_rating,0.176784450615628,0.5658624841768196,0.5112187661405897,0.4583333333333333,0.42502844718013444,0.589840010815965,0.6560645863124387,0.16666666666666666
reasoning_F,F,HQ + F,3,3,1,F_pls_1,F_ownership_signal,0.1675977463730407,0.19236215393197867,0.23080253339532453,0.25,0.2757790709116313,0.7082848101225255,0.702006685378256,0.20833333333333334
reasoning_F,F,HQ + F,3,3,1,F_pls_1,F_rubric_score,0.18122402503389534,0.28567693594229904,0.3177976691828284,0.3333333333333333,0.26931820838730364,0.7173518396511211,0.7073113663879496,0.22916666666666666
reasoning_F,F,HQ + F,3,3,1,F_pls_1,F_scrappiness,0.19635163271131126,0.17517508223536166,0.23757341580497218,0.20833333333333334,0.28481496661416544,0.6771840954467537,0.6808020829450047,0.20833333333333334
reasoning_F,F,HQ + F,3,3,1,F_pls_1,F_trajectory_strength,0.17751912667718975,0.2634558145608572,0.2950004458373979,0.3333333333333333,0.26649713478595705,0.7175566251415242,0.7068571060603245,0.22916666666666666
reasoning_F,F,HQ + F,3,3,2,F_pls_2,F_career_coherence,0.1265756551492994,0.3045917824739759,0.25852837008780133,0.375,0.22722942997522275,0.1802585744519578,0.2383867071250827,0.125
reasoning_F,F,HQ + F,3,3,2,F_pls_2,F_evidence_support_rating,0.6285497586702904,0.34496864800619526,0.672667257919802,0.08333333333333333,0.682833777381627,0.4055286239337376,0.7424049043482744,0.08333333333333333
reasoning_F,F,HQ + F,3,3,2,F_pls_2,F_ownership_signal,0.3202883708830831,0.08513937845501758,0.3202883708830831,0.0,0.26620050905478854,0.13790362834715003,0.26620050905478854,0.0
reasoning_F,F,HQ + F,3,3,2,F_pls_2,F_rubric_score,0.25756000920084915,0.13605516723664607,0.260185360640058,0.041666666666666664,0.24333785018764723,0.1633108656662438,0.24805302416647426,0.0625
reasoning_F,F,HQ + F,3,3,2,F_pls_2,F_scrappiness,0.2949140910040415,0.08854540901646393,0.2949140910040415,0.0,0.2865412518745299,0.1029954736758632,0.2865412518745299,0.0
reasoning_F,F,HQ + F,3,3,2,F_pls_2,F_trajectory_strength,0.26799986103315004,0.12571485647583663,0.26923093875305826,0.020833333333333332,0.23652220515887365,0.17066129949374473,0.24308562564127625,0.0625
reasoning_F,F,HQ + F,3,3,3,F_pls_3,F_career_coherence,0.6785605308662465,0.24889229442180955,0.7182993170654753,0.041666666666666664,0.697943757353333,0.2781608198116614,0.7457111265323326,0.041666666666666664
reasoning_F,F,HQ + F,3,3,3,F_pls_3,F_evidence_support_rating,0.3286726390367818,0.11679066513766898,0.3400212792552944,0.041666666666666664,0.3881523123606711,0.14231603765689854,0.4038367802124833,0.041666666666666664
reasoning_F,F,HQ + F,3,3,3,F_pls_3,F_ownership_signal,-0.37649507338703997,0.2159446908795573,0.4243672420170292,0.041666666666666664,-0.2812052189758409,0.18826283294769675,0.32059363455056694,0.041666666666666664
reasoning_F,F,HQ + F,3,3,3,F_pls_3,F_rubric_score,-0.14483842360929994,0.10280550936168643,0.16497749368364623,0.08333333333333333,-0.09036271787185145,0.08791537686225626,0.11136138126883284,0.10416666666666667
reasoning_F,F,HQ + F,3,3,3,F_pls_3,F_scrappiness,-0.14876908762482363,0.13132377873167214,0.17181695274357042,0.0625,-0.6136643171886162,0.3316166402993508,0.676539270671929,0.041666666666666664
reasoning_F,F,HQ + F,3,3,3,F_pls_3,F_trajectory_strength,-0.25461690831708345,0.17834441624750288,0.2904558319372459,0.041666666666666664,-0.027251133964968987,0.08420469555268856,0.0643564510811765,0.25
