model_type,table,regression,set_id,reasoning_combo,variant,threshold_tuning,dataset_size,F0.5_mean,F0.5_std,ROC-AUC_mean,ROC-AUC_std,PR-AUC_mean,PR-AUC_std,Prec_mean,Prec_std,Rec_mean,Rec_std,Acc_mean,Acc_std
logistic,Table 2,LLM Engineered Only,set_06,,,train,4400,0.21227028871532636,0.023948753508696758,0.6666127228968142,0.03248739964636851,0.17868342076059912,0.019962137430517345,0.23431810229092803,0.02476432308772397,0.1666772151898734,0.045599893249663515,0.875,0.013154360116807078
logistic,Table 2,LLM Engineered + Reasoning,set_06,A,,train,4400,0.267364769003213,0.07668853189559031,0.6976553227324624,0.044756110254181095,0.21684144644481584,0.04684332607630039,0.2914303015000187,0.07276529131841045,0.2070253164556962,0.07478442018015799,0.885909090909091,0.005501690198595537
logistic,Table 2,LLM Engineered + Reasoning,set_06,B,,train,4400,0.19611094631002596,0.010213656722498413,0.6615458867179475,0.032355554131282015,0.17506004037297412,0.01925649287689401,0.21314439075619326,0.024595294414198554,0.16930379746835442,0.05431618872523177,0.8665909090909091,0.017657204181413675
logistic,Table 2,LLM Engineered + Reasoning,set_06,E,,train,4400,0.21768576868466633,0.01265788250176457,0.6736156050733657,0.04093480083247287,0.18065943902281584,0.020166947787302974,0.22036203875931654,0.025663529829578046,0.2448101265822785,0.06898722564152343,0.8504545454545454,0.022321375442675873
logistic,Table 2,LLM Engineered + Reasoning,set_06,A+B,,train,4400,0.26426173435899486,0.06931047679666112,0.6945361551867524,0.03829050561365734,0.21303111805763172,0.043458706300175544,0.2928540964166585,0.06913121020692545,0.19199367088607594,0.06189242415612599,0.8870454545454546,0.005261744046722846
logistic,Table 2,LLM Engineered + Reasoning,set_06,A+E,,train,4400,0.2630353476409593,0.061103573202299324,0.7106370175630937,0.0451524758948881,0.22340605145592968,0.048774072831242465,0.27189754689754686,0.054548050359299,0.25015822784810127,0.10509045325264031,0.874090909090909,0.011143318792846597
logistic,Table 2,LLM Engineered + Reasoning,set_06,B+E,,train,4400,0.22361342051830588,0.016783674537616887,0.6658980119786975,0.04097698066555887,0.17824939270861542,0.01872988997319512,0.21427723975450083,0.02212418437371077,0.28022151898734177,0.030552318399588097,0.8402272727272727,0.02020811145542902
logistic,Table 2,LLM Engineered + Reasoning,set_06,A+B+E,,train,4400,0.2632625231363065,0.05256249077024727,0.7049840397041278,0.04470683545503779,0.21914630842925975,0.048406098899035827,0.2830802200687144,0.05861422564697146,0.20712025316455698,0.03829113924050632,0.8806818181818181,0.01089961709843801
logistic,Table 2,LLM Engineered Only,set_07,,,train,4400,0.20828916741879736,0.028901175356134214,0.6521578373156972,0.03368020502881507,0.17270855768703758,0.016287905077190547,0.20632866306795936,0.029805435975898274,0.2195886075949367,0.035517609165138964,0.8531818181818182,0.010790070427699278
logistic,Table 2,LLM Engineered + Reasoning,set_07,A,,train,4400,0.23914636541614706,0.052609239565743954,0.6935256113056859,0.045633328048017015,0.20927114220556176,0.03583489572065649,0.2552803392128119,0.04800078824482417,0.19955696202531645,0.08114200512677902,0.8772727272727273,0.005704500180914156
logistic,Table 2,LLM Engineered + Reasoning,set_07,B,,train,4400,0.22126434189340988,0.032508612075867645,0.6309588239433699,0.030948609373182365,0.16811184849123212,0.019140248713767367,0.221003974116511,0.029796136395188428,0.2295253164556962,0.06378318229639496,0.8584090909090909,0.011557438304628269
logistic,Table 2,LLM Engineered + Reasoning,set_07,E,,train,4400,0.22641319194950799,0.026686455944627922,0.6512843591969689,0.04801798447734351,0.1757066858285472,0.0210215855492363,0.23018418056651155,0.017675251167440103,0.22455696202531644,0.07051257841086492,0.8636363636363636,0.010970471260133766
logistic,Table 2,LLM Engineered + Reasoning,set_07,A+B,,train,4400,0.2449034289261109,0.045947696830681145,0.686144474223281,0.040847885106495826,0.2062084398652455,0.031734141487138406,0.2672251019420831,0.04564528671235672,0.18696202531645567,0.05052456762788711,0.8811363636363636,0.005731600096781152
logistic,Table 2,LLM Engineered + Reasoning,set_07,A+E,,train,4400,0.27403933172989975,0.046284872581712176,0.7044855738327487,0.04886482723535028,0.22051271206827838,0.03458182474627924,0.2915844951694009,0.04011249634326221,0.2248417721518987,0.06500912018646832,0.8822727272727272,0.0027461468121805655
logistic,Table 2,LLM Engineered + Reasoning,set_07,B+E,,train,4400,0.2098701938407043,0.026665620974378457,0.6412047312052576,0.04292362615391687,0.17185659200763465,0.020627020768704638,0.21480774106127049,0.028140115787275172,0.19943037974683547,0.037486524844865525,0.8613636363636363,0.013464830221453306
logistic,Table 2,LLM Engineered + Reasoning,set_07,A+B+E,,train,4400,0.26958958612389694,0.046201076624857985,0.6967546303621661,0.04623641288619619,0.21588328477653582,0.03364982171258381,0.28492706124285067,0.043590092237409485,0.22734177215189874,0.06670105399519456,0.8797727272727272,0.006484246644403239
logistic,Table 2,LLM Engineered Only,set_08,,,train,4400,0.2119731219662202,0.025078266211215252,0.664489350781855,0.014256691177402947,0.17894082880540343,0.01450751571101751,0.21264147100753544,0.03217891801545849,0.23503164556962028,0.07316436533635279,0.8488636363636364,0.028112083811029497
logistic,Table 2,LLM Engineered + Reasoning,set_08,A,,train,4400,0.26437047889814647,0.04246642876153595,0.6982892437657043,0.033203470313690656,0.21597979129934824,0.036078963107945214,0.2822097636708642,0.0448339864508929,0.21977848101265823,0.06457634978170898,0.8795454545454545,0.007434285106270969
logistic,Table 2,LLM Engineered + Reasoning,set_08,B,,train,4400,0.21228817132828487,0.01611145815503844,0.6561349166735805,0.015761822243137335,0.17725586768760185,0.01457036767557291,0.2206107309947432,0.02761801083843595,0.19199367088607594,0.020827401281185893,0.864090909090909,0.013984200057195627
logistic,Table 2,LLM Engineered + Reasoning,set_08,E,,train,4400,0.22264505964354137,0.020486446857413562,0.6641505806379289,0.024922408901045138,0.18725975275976375,0.021717284125366873,0.21568802855582075,0.020346960130061553,0.2602215189873418,0.037875873558095206,0.8477272727272727,0.012385842357671558
logistic,Table 2,LLM Engineered + Reasoning,set_08,A+B,,train,4400,0.2660887155796012,0.03771581064657257,0.6925436010564328,0.028940239129456834,0.21053588993027458,0.031995601777478136,0.2754810383726046,0.04844136164409308,0.24759493670886074,0.05679920470837532,0.8720454545454546,0.011866161347460545
logistic,Table 2,LLM Engineered + Reasoning,set_08,A+E,,train,4400,0.2690791485020744,0.052981936725081245,0.7051274962369032,0.03316206056194863,0.22317133107499823,0.03997724512225595,0.2884351232405402,0.048564888078252204,0.21727848101265823,0.06838829447136265,0.8822727272727272,0.006290160228680903
logistic,Table 2,LLM Engineered + Reasoning,set_08,B+E,,train,4400,0.21091278888297538,0.01622122921727645,0.6563193837509285,0.025190344916048393,0.182817455481666,0.02023227643908214,0.21831848899723502,0.023778048834238067,0.20705696202531648,0.05632018845515148,0.859090909090909,0.021692345452709098
logistic,Table 2,LLM Engineered + Reasoning,set_08,A+B+E,,train,4400,0.2632425067554802,0.057619080120576496,0.6987719600153686,0.03225076910646507,0.21833506504645342,0.03998896942150452,0.28680927556682084,0.05113813130522114,0.20208860759493671,0.07176768677647312,0.8845454545454544,0.0038435305739290314
logistic,Table 2,LLM Engineered Only,set_09,,,train,4400,0.23354218531737364,0.009888669922621222,0.6623391582811834,0.029724928088227492,0.16881082942316805,0.012794262694940151,0.23037761801089368,0.013667702823478919,0.25,0.020213568889457353,0.8568181818181818,0.00809933167327522
logistic,Table 2,LLM Engineered + Reasoning,set_09,A,,train,4400,0.21717019576263538,0.031149040886171916,0.700673943122916,0.04251484070691686,0.20421488411281924,0.032732981573520614,0.2238435058362139,0.022545986770010195,0.20439873417721519,0.057823340406118355,0.8654545454545455,0.011399942003622238
logistic,Table 2,LLM Engineered + Reasoning,set_09,B,,train,4400,0.22631622898922615,0.010308285053081425,0.6557118363467739,0.03016655763444603,0.1662288660036111,0.012772009281555422,0.2220256653568755,0.01711316015823984,0.25484177215189874,0.04322414128703545,0.8511363636363637,0.016309886470917405
logistic,Table 2,LLM Engineered + Reasoning,set_09,E,,train,4400,0.22524917642676012,0.027504902219144377,0.6703444524941135,0.0452349074527006,0.17683955401011492,0.021096846445481137,0.21718716203201102,0.02602376813889659,0.2651582278481013,0.036711097705740894,0.8479545454545455,0.006602654111969972
